var_idx,n_iter,stage1_obj_mean,stage1_obj_p95,stage1_obj_max,best_csv,best_iter
113,6,2037.4690553570354,2050.891371646509,2052.2162204373276,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0413_iter0000_d001613.csv,0
67,6,2037.5016216683127,2056.7719025462698,2059.414235591719,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0367_iter0000_d000367.csv,0
157,6,2037.510383493978,2059.3893109635096,2066.508465255435,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0157_iter0000_d000157.csv,0
143,6,2037.5537092542334,2043.453119867906,2043.459484440545,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0443_iter0000_d000743.csv,0
261,6,2037.7552792124595,2047.349331344014,2048.629319619692,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0561_iter0000_d001161.csv,0
142,6,2037.7878195395078,2053.1469521484196,2057.5850488488136,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0142_iter0000_d000142.csv,0
274,6,2037.827623707356,2053.651456713692,2054.0602742960796,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0574_iter0000_d001174.csv,0
199,6,2037.8297721100582,2048.324152041465,2050.551643783982,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0499_iter0000_d001399.csv,0
150,6,2037.860922870048,2048.821686042241,2048.8237263803067,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0450_iter0000_d001650.csv,0
55,6,2037.862413480642,2051.048266528039,2052.360754051549,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0355_iter0000_d000655.csv,0
249,6,2037.86631162078,2053.7143617274332,2055.9183507170446,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0549_iter0000_d001449.csv,0
248,6,2038.0787192825153,2051.4888723263393,2054.187180403417,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0548_iter0000_d001448.csv,0
21,6,2038.0825868972224,2042.948668653634,2043.3536712970174,design_optimisation\optim_out_v3_1\candidate_bank\designs\var0321_iter0000_d001221.csv,0
